ticker,shortName,sector,industry,recommendationMean,numberOfAnalystOpinions,overallRisk,beta,previousClose,trailingEps,forwardEps,trailingPE,forwardPE,pegRatio,bookValue,priceToBook,enterpriseToRevenue,enterpriseToEbitda,ebitdaMargins,profitMargins,earningsGrowth,revenueGrowth,dividendYield,payoutRatio,fiveYearAvgDividendYield,enterpriseValue,freeCashflow,debtToEquity,returnOnAssets,returnOnEquity,quickRatio,currentRatio
RMS.PA,HERMES INTL,Consumer Cyclical,Luxury Goods,2.5,20,8,0.756245,1875.0,32.14,43.08,57.255756,42.715874,3.2,126.737,14.519832,14.709,33.335,0.44125,0.30815,0.359,0.223,0.0067000003,0.3447,0.6,188644900864,3126249984,15.011,0.20297001,0.33737,3.267,4.181
HEXA B.ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPOL B.ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIK.LN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSX.LN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUN.CO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOT.F,HOCHTIEF AG,Industrials,Engineering & Construction,,10,8,1.40651,93.25,6.82,9.23,13.585044,10.037921,,14.992,6.179963,0.278,9.576,0.028989999,0.01844,-0.073,0.033,0.0431,0.2801,5.12,7577442304,122723000,467.222,0.020299999,0.48459998,1.067,1.118
HOLN.SW,HOLCIM N,Basic Materials,Building Materials,2.3,22,2,1.084405,59.56,5.46,5.51,10.787546,10.689655,0.88,46.164,1.2758859,1.675,9.122,0.18357,0.123730004,0.153,-0.11,0.0417,0.4348,4.32,46177820672,2281874944,54.391,0.03645,0.12369,0.952,1.478
HSV.LN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HWDN.LN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSBA.LN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOSS.F,HUGO BOSS AG NA O.N.,Consumer Cyclical,Apparel Manufacturing,,25,5,1.411809,70.98,3.19,3.93,21.717867,17.628498,,16.692,4.150491,1.469,11.833,0.124110006,0.05946,0.293,0.167,0.014099999,0.2194,2.35,5865823232,-46379124,94.701,0.08108,0.23056999,0.404,1.527
HUH1V.HE,Huhtamäki Oyj,Consumer Cyclical,Packaging & Containers,2.1,10,4,0.612414,29.76,2.53,2.37,11.628459,12.413503,8.11,16.831,1.7479651,1.064,9.419,0.11297,0.05118,-0.586,-0.083,0.0332,0.45119998,,4661356032,139762496,98.281,0.04025,0.12800999,0.752,1.288
HUSQ B.ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBE.MC,ACCIONES IBERDROLA,Utilities,Utilities—Diversified,2.1,23,2,0.498485,10.565,0.72,0.71,14.708333,14.915494,1.53,6.872,1.541036,2.275,9.533,0.23868999,0.08578,0.017,-0.12,0.0463,1.0694001,4.08,126932893696,374500000,80.549,0.03694,0.08934,0.521,0.896
ICAD.PA,ICADE,Real Estate,REIT—Diversified,2.0,1,4,1.179031,33.06,0.71,4.37,45.464787,7.386728,-0.8,76.263,0.42327207,5.112,14.495,0.35266,-0.42314,,-0.007,0.1284,,7.07,9327851520,-5065424896,69.855,0.02189,-0.054369997,0.295,1.998
ICA.ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGG.LN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMCD.AS,IMCD,Basic Materials,Specialty Chemicals,2.3,16,1,0.942846,124.0,5.49,6.86,22.367943,17.900875,2.64,29.114,4.217902,1.884,15.741,0.11971,0.06289,-0.137,-0.013,0.0183,0.4684,,8651427840,354442624,89.707,0.07532,0.17663999,0.782,1.256
NK.PA,IMERYS,Basic Materials,Building Materials,1.7,6,5,1.526873,30.24,2.06,2.86,14.504854,10.447553,1.01,38.472,0.7766687,0.921,6.651,0.13852,0.046090003,,,0.049099997,1.0204,4.56,3797702400,54225000,57.202,0.03031,0.03793,1.193,2.193
IMI.LN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMB.LN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCH.LN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITX.MC,INDUSTRIA DE DISE...O TEXTIL S.,Consumer Cyclical,Apparel Retail,2.3,27,2,1.106358,34.0,1.46,1.34,23.19178,25.268656,1.89,5.216,6.4915643,3.015,14.422,0.20906,0.13571,0.537,0.129,0.0116,0.5247,1.97,100815044608,,33.657,0.11869001,0.28915,1.117,1.506
INDU A.ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IFX.F,INFINEON TECHNOLOGIES AG,Technology,Semiconductors,2.3,28,1,1.627554,32.2,2.13,1.03,14.788732,30.582525,2.37,11.36,2.7728875,2.711,7.675,0.35319,0.19131,0.601,0.13,0.0098,0.1356,1.1,44194238464,624249984,31.536,0.10027,0.21084999,1.011,1.93
INF.LN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INGA.AS,ING GROEP N.V.,Financial Services,Banks—Diversified,2.0,24,3,,13.0,1.37,1.89,9.375182,6.7957673,0.19,15.611,0.8227532,2.575,,0.0,0.32931,,-0.631,0.0538,0.3451,,59323998208,,,0.00749,0.14073,,
COL.MC,"INMOBILIARIA COLONIAL, SOCIMI S",Real Estate,REIT—Office,2.6,17,5,1.171461,5.38,0.02,0.33,263.75,15.984848,1.99,10.634,0.49605042,22.971,29.044,0.79089,-1.78219,,0.115,0.046,,2.72,8953871360,46267876,78.313,0.01393,-0.10739,0.458,0.654
IHG.LN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICP.LN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IAG.LN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDS.LN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IP.MI,INTERPUMP GROUP,Industrials,Specialty Industrial Machinery,1.7,7,2,1.191143,44.58,2.7,1.14,16.285185,38.570175,,15.807,2.7816792,2.397,10.223,0.23446,0.1319,0.1,0.102,0.0066000004,0.103599995,0.69,5359817216,93615752,51.829,0.086,0.19243999,0.98,1.867
ITRK.LN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISP.MI,INTESA SANPAOLO,Financial Services,Banks—Regional,2.0,25,1,1.410295,2.4195,0.28,0.41,8.544642,5.835366,0.27,3.41,0.7016129,6.225,,0.0,0.2962,0.812,0.301,0.1,0.4928,,130923274240,,,0.0063099996,0.09897,,
INVP.LN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INVE B.ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IPN.PA,IPSEN,Healthcare,Drug Manufacturers—Specialty & Generic,2.6,17,8,0.71196,118.1,7.14,9.19,16.288517,12.655061,-7.85,41.159,2.8256276,3.058,9.43,0.32429,0.13697,-0.504,0.084,0.0099,0.24540001,1.15,10035570688,1157887488,20.03,0.09386,0.1252,0.681,1.029
ISS.CO,ISS A/S,Industrials,Specialty Business Services,2.3,15,1,1.33308,119.0,10.31,14.32,11.498545,8.278631,0.95,48.205,2.4592884,0.45,10.999,0.04092,0.00748,,0.074,0.0175,0.72410005,,35668627456,502500000,177.58,0.03856,0.06416,1.062,1.076
IG.MI,ITALGAS,Utilities,Utilities—Regulated Gas,2.6,14,2,0.521953,5.06,0.5,0.57,10.1,8.85965,1.29,2.544,1.9850631,4.436,9.533,0.46527,0.17547001,0.103,0.149,0.062,0.59,4.79,10926336000,173206624,297.781,0.03937,0.20907,0.952,1.219
ITV.LN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEC.PA,JCDECAUX SE,Communication Services,Advertising Agencies,2.8,13,6,1.597274,16.35,0.62,0.73,26.064516,22.136986,,8.396,1.924726,2.408,15.206,0.15833001,0.05723,,0.072,,0.0,,7639565824,568637504,306.976,0.01319,0.121190004,1.1,1.206
JMT.LS,"J.MARTINS,SGPS",Consumer Defensive,Food Distribution,2.7,22,10,0.422407,23.68,1.02,1.33,22.803923,17.488722,1.21,3.789,6.138823,0.623,11.321,0.05501,0.024449999,0.232,0.21,0.0228,0.7686,,17446322176,,143.048,0.07162,0.28677,0.386,0.386
JMAT.LN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WG..LN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAER.SW,JULIUS BAER N,Financial Services,Asset Management,2.1,15,2,1.496593,59.56,4.56,5.99,12.820175,9.7596,1.18,30.359,1.9256234,0.266,,0.0,0.25656,0.202,0.088,0.0433,0.5702,3.69,1069526784,,,0.00954,0.16697,,
JUP.LN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TKWY.AS,JUST EAT TAKEAWAY.COM N.V.,Consumer Cyclical,Internet Retail,2.6,18,1,0.872445,13.25,-28.59,-0.53,,-24.592455,-0.27,35.939,0.3626701,0.642,-18.333,-0.03502,-0.45603,,-0.069,,0.0,,3446620928,184750000,30.848,-0.027560001,-0.27353,1.494,1.615
JYSK.CO,Jyske Bank A/S,Financial Services,Banks—Regional,2.4,5,1,,498.1,62.14,76.21,7.957837,6.48865,0.2,632.142,0.7822609,,,0.0,0.0,,,,0.0,,32009897984,,,,,,
KBC.BR,KBC,Financial Services,Banks—Regional,2.8,20,4,1.199091,62.9,7.43,7.75,8.347241,8.002581,0.76,54.779,1.1321857,-1.702,,0.0,0.35759997,0.09,0.113,0.0947,0.5208,,-15475758080,,,0.00881,0.15093,,
KER.PA,KERING,Consumer Cyclical,Luxury Goods,2.4,25,6,1.144587,498.3,29.29,,16.686583,,,119.154,4.101835,3.437,11.205,0.30672002,0.16594,-0.093,0.021,0.0276,0.5032,1.8,70644891648,1125624960,79.58,0.101,0.24035999,0.656,1.461
KRZ.IR,KERRY GROUP PLC,Consumer Defensive,Packaged Foods,2.1,14,3,0.475018,85.6,3.42,4.84,24.695906,17.450413,1.85,35.892,2.3531706,1.941,14.83,0.13088,0.083409995,0.572,0.016,0.0123000005,0.25280002,0.81,17148887040,646137472,38.539,0.047849998,0.11838,1.006,1.679
KESKOB.HE,Kesko Corporation B,Consumer Defensive,Grocery Stores,2.2,7,7,0.492808,17.255,1.48,1.32,11.635135,13.045453,1.94,6.204,2.7756286,0.8,10.379,0.0771,0.04705,-0.161,-0.001,0.0622,0.7589,3.58,9543145472,235137504,117.641,0.06034,0.23093,0.554,0.931
KGH.WA,KGHM,Basic Materials,Copper,3.1,10,,1.446513,107.75,14.79,17.18,7.180527,6.1816063,0.8,160.57,0.66139376,0.792,5.091,0.15555,0.08814,-0.914,0.066,0.0089,0.1976,,27270000640,-3477750016,21.823,0.03627,0.09991,0.36,1.493
KIND SDB.ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KGF.LN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KRX.IR,KINGSPAN GROUP PLC,Industrials,Building Products & Equipment,2.4,15,9,0.889099,72.76,3.27,3.53,22.275229,20.63456,3.42,18.279,3.9849007,1.858,16.152,0.11501,0.07169,-0.082,0.171,0.0064999997,0.1578,,15494637568,346262496,70.261,0.071880005,0.19387,1.064,1.785
KINV B.ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KGX.BE,KION GROUP AG,,,,,,,36.51,,,,,,,,,,,,,,,,,,,,,,,
LI.PA,KLEPIERRE,Real Estate,REIT—Retail,3.0,17,4,1.729371,23.77,1.45,2.39,16.193102,9.824267,-6.15,29.297,0.8014472,10.603,16.717,0.63426,0.26520002,-0.723,0.048,0.0736,1.1724,,16600350720,456313984,76.251,0.029260002,0.04083,0.197,0.299
KBX.F,KNORR-BREMSE AG  INH O.N.,Consumer Cyclical,Auto Parts,,6,5,0.928922,63.52,3.02,,20.801325,,,15.701,4.001019,1.535,11.72,0.13099,0.06463,0.137,0.156,0.0223,0.4647,,11929397248,-167525744,78.324,0.06572,0.20773001,0.977,1.675
KNEBV.HE,KONE Corporation,Industrials,Specialty Industrial Machinery,2.8,25,8,0.624148,43.31,1.77,2.1,24.299435,20.480953,1.58,4.253,10.112862,1.915,15.775,0.121379994,0.081099994,0.654,0.11,0.0402,0.98870003,3.23,21641822208,539875008,24.185,0.08781999,0.3916,0.757,1.051
KCR.HE,Konecranes Plc,Industrials,Farm & Heavy Construction Machinery,2.0,8,3,1.392884,30.36,2.64,3.66,11.280303,8.136612,0.33,18.116,1.6438508,0.815,6.523,0.124910004,0.06525,1.029,0.16,0.040700004,0.4085,,3029280256,263962496,68.818,0.05903,0.17871,0.683,1.422
AD.AS,KONINKLIJKE AHOLD DELHAIZE N.V.,Consumer Defensive,Grocery Stores,2.0,21,1,0.225965,30.4,2.57,2.69,11.881323,11.351301,3.09,15.641,1.952241,0.492,7.899,0.062329996,0.02712,-0.2,0.029,0.0355,0.4268,3.54,44044083200,2446749952,124.576,0.047810003,0.16054001,0.409,0.786
KPN.AS,KPN KON,Communication Services,Telecom Services,2.3,17,1,0.239591,3.213,0.19,0.21,16.91579,15.304762,1.99,0.542,5.929889,3.779,9.55,0.39571998,0.15028,0.0,0.015,0.045500003,0.7526,4.73,20294160384,770374976,204.258,0.06626,0.24896,0.616,0.649
PHIA.AS,KON.PHILIPS N.V.,Healthcare,Medical Devices,3.2,18,3,0.862225,20.52,-2.43,1.46,,13.904109,0.81,13.179,1.5403292,1.386,64.44,0.0215,-0.110410005,,0.07,,0.0,,25453678592,46375000,67.566,-0.0056,-0.15093,0.599,1.2
VPK.AS,VOPAK,Energy,Oil & Gas Midstream,2.2,7,4,0.594246,33.31,-1.34,3.31,,9.900303,1.6,23.919,1.3700405,4.98,10.575,0.47095,0.27142,,0.062,0.0385,0.41529998,3.3,7183461376,194517504,92.677,0.03946,0.13874,0.396,0.485
SDF.F,K S AG,Basic Materials,Agricultural Inputs,,21,5,,17.505,8.42,1.36,2.0653205,12.786764,,35.525,0.48951438,0.636,1.708,0.37237,0.21023001,,-0.453,0.056599997,0.1832,,3162800128,609124992,6.235,0.095979996,0.16178,1.939,3.464
KNIN.SW,KUEHNE+NAGEL INT N,Industrials,Integrated Freight & Logistics,3.4,13,9,0.923164,270.4,19.35,11.0,13.834625,24.336365,-1.32,22.453,11.922684,1.011,10.928,0.092539996,0.062340003,-0.466,-0.43,0.051,0.8542,,31844956160,2462500096,66.355,0.12678,0.73059,1.045,1.078
MMB.PA,LAGARDERE SA,Consumer Cyclical,Travel Services,2.4,5,3,1.175624,21.9,0.9,2.16,23.88889,9.953703,1.63,5.291,4.063504,0.956,11.379,0.084,0.03279,,0.222,0.0592,0.84419996,,7316766208,461624992,523.898,0.02628,0.27513,0.302,0.681
LAND.LN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LXS.F,LANXESS AG,Basic Materials,Specialty Chemicals,,,1,1.709311,27.79,1.49,,18.798658,,,64.936,0.43134782,0.674,8.301,0.08116999,0.1769,13.742,-0.111,0.0375,0.7047,,5279563776,900374976,56.85,0.0077899997,-0.01264,0.859,2.461
LGEN.LN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEG.F,LEG IMMOBILIEN SE NA O.N.,Real Estate,Real Estate Services,2.3,18,1,0.752081,60.06,1.29,5.85,46.10853,10.167521,3.05,108.322,0.5491036,10.383,24.953,0.41611,-1.4136,,0.163,,0.0,,13621941248,163837504,116.695,0.018760001,-0.20629999,0.397,0.42
LR.PA,LEGRAND,Industrials,Electrical Equipment & Parts,2.6,21,2,0.923164,89.02,4.0,4.75,22.22,18.711578,3.77,24.394,3.643519,3.046,14.322,0.21267,0.12905,0.108,0.012,0.0209,0.41279998,1.95,26018054144,1270674944,81.45,0.06431,0.17212,1.622,2.163
LUND B.ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LDO.MI,LEONARDO,Industrials,Aerospace & Defense,1.9,14,1,1.309235,12.815,1.55,1.45,8.2290325,8.796552,0.55,12.84,0.99338007,0.779,8.288,0.09394,0.05702,-0.165,0.081,0.0109,0.094,,11703204864,547475008,61.54,0.02313,0.11951,0.583,0.987
LIN.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LLOY.LN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOGN.SW,LOGITECH N,Technology,Computer Hardware,2.8,11,2,0.685465,58.16,1.91,3.16,30.282722,18.303797,-17.8,14.034,4.1214194,1.842,14.208,0.12966,0.074990004,-0.361,-0.16,0.0179,0.49080002,1.46,8019716608,578564736,3.278,0.08,0.1423,1.939,2.609
LSEG.LN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LONN.SW,LONZA N,Healthcare,Diagnostics & Research,1.8,16,1,0.560181,473.2,14.9,18.03,31.489935,26.023294,1.78,139.257,3.36931,5.75,19.503,0.29483,0.17930001,-0.162,0.032,0.0072000003,0.23,0.63,36334665728,-526249984,28.062,0.04867,0.11058,1.362,2.075
LOOMIS.ST,Loomis AB,Industrials,Security & Protection Services,2.2,5,7,1.057153,294.4,23.56,31.98,12.359933,9.105692,0.59,184.857,1.5752718,0.837,4.96,0.16871001,0.06474,0.246,0.138,0.0403,0.48880002,,22889316352,5423625216,89.176,0.05373,0.14239,1.047,1.136
OR.PA,L'OREAL,Consumer Defensive,Household & Personal Products,2.8,26,6,0.700227,402.65,10.63,13.09,37.10254,30.12987,3.98,52.16,7.5613494,5.452,25.133,0.21693,0.14438,0.042,0.12,0.0147,0.5525,,220634136576,3840462592,35.118,0.101289995,0.21716999,0.622,1.026
LPP.WA,LPP,Consumer Cyclical,Apparel Manufacturing,2.2,12,,1.172985,12950.0,634.73,745.01,20.276339,17.274935,1.4,2196.541,5.8592124,1.707,14.436,0.11823,0.05666,-0.595,0.199,0.0328,0.5516,,28215511040,1007395904,121.076,0.06157,0.25661,0.338,1.044
MC.PA,LVMH,Consumer Cyclical,Luxury Goods,1.9,30,10,1.013247,785.1,28.01,36.34,27.43306,21.144745,1.97,115.57,6.6487846,5.085,17.089,0.29756,0.1893,0.303,0.15,0.0149,0.3754,1.39,430685683712,8326000128,64.524,0.10329001,0.29794002,0.51,1.225
EMG.LN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAP.MC,"MAPFRE, S.A.",Financial Services,Insurance—Diversified,2.7,12,7,0.770628,1.89,0.21,0.23,9.014286,8.230434,2.37,2.672,0.7084581,-0.288,-3.432,0.08399,0.02938,-0.08,-0.056,0.09060001,0.6941,7.52,-6236205568,-21402624000,31.986,0.01787,0.12985,27.213,36.619
MKS.LN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MB.MI,MEDIOBANCA,Financial Services,Banks—Regional,2.5,14,2,1.226343,11.66,1.13,1.43,10.221239,8.076923,0.63,13.47,0.85746104,10.817,,0.0,0.3392,0.116,0.689,0.0723,0.6198,,32745445376,,,0.01134,0.0932,,
MGGT.LN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRO.LN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MBG.F,MERCEDES BENZ GROUP AG,Consumer Cyclical,Auto Manufacturers,,,3,1.250189,67.4,13.55,,4.9062734,,,82.277,0.8080023,1.058,7.091,0.14925,0.09977,0.15,0.049,0.076,0.3609,5.54,163477962752,7655750144,123.238,0.0464,0.18765,0.803,1.177
MRK.F,MERCK KGAA,Healthcare,Drug Manufacturers—Specialty & Generic,,,7,0.591597,160.1,7.46,5.6,21.233244,28.285713,,61.443,2.5779989,3.59,12.72,0.28226,0.13951999,-0.186,-0.048,0.0137,0.3107,1.1,79207522304,2189499904,41.779,0.059809998,0.11712,0.766,1.472
MRL.MC,"MERLIN PROPERTIES SOCIMI, S.A.",Real Estate,REIT—Diversified,2.0,18,3,1.343679,8.04,0.07,0.56,112.5,14.0625,0.93,14.291,0.5510461,15.764,20.06,0.78586,-0.54877996,,0.269,0.1702,,6.06,7930715648,205399632,62.308,0.02014,-0.03888,1.219,1.518
B4B.F,METRO AG  ST O.N.,Consumer Defensive,Food Distribution,,18,4,0.660105,7.04,0.49,1.18,14.234694,5.911017,-1.65,6.121,1.1395197,0.189,4.416,0.04282,0.02069,,-0.034,,0.0,,5793999872,565500032,169.579,0.04508,0.27667,0.216,0.802
ML.PA,MICHELIN,,,2.4,18,,,28.52,,,2.761719,8.648318,,,,,,,,,,,,,,,,,,,
MONC.MI,MONCLER,Consumer Cyclical,Apparel Manufacturing,2.0,24,3,1.091218,62.66,2.24,2.64,27.571428,23.393938,2.37,10.161,6.0781417,6.3,19.786,0.31839,0.19169001,-0.31,0.238,0.0174,0.56,,17772525568,537852736,32.069,0.12389,0.2066,0.89,1.543
MNDI.LN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOR.F,MORPHOSYS,Healthcare,Biotechnology,,,1,0.716124,28.45,-2.4,-1.78,,-15.477528,,0.927,29.719524,1.986,-2.874,-0.69086,0.30113,,-0.106,,0.0,,581487616,-229579456,887.678,-0.05628,41.88869,3.136,3.57
MOWI.OL,MOWI,Consumer Defensive,Farm Products,2.1,13,10,0.885692,186.4,18.64,16.25,9.734442,11.166154,0.04,7.079,25.63215,18.942,73.383,0.25812,0.16429001,0.35,0.243,0.0417,0.42110002,3.43,98633506816,159162496,57.261,0.10366999,0.2425,0.659,2.709
MTX.F,MTU AERO ENGINES AG,Industrials,Aerospace & Defense,4.0,,2,1.499242,203.5,6.07,9.31,33.064247,21.557465,1.04,59.486,3.373903,1.928,14.176,0.13604,0.07843,0.942,0.2,0.0156,0.3756,,11482225664,281875008,51.56,0.043860003,0.15352,0.94,1.354
MUV2.F,MUENCHENER RUECKVERSICHERUNGS A,Financial Services,Insurance—Reinsurance,,21,2,0.870174,357.6,23.4,18.49,15.089745,19.09681,,200.554,1.7606231,0.676,17.238,0.03921,0.040260002,-0.253,0.05,0.032899998,0.5648,4.12,47009378304,4707250176,17.097,0.00916,0.109110005,0.138,0.189
NG..LN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KN.PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NTGY.MC,"NATURGY ENERGY GROUP, S.A.",Utilities,Utilities—Regulated Gas,3.9,15,6,0.798258,25.62,2.23,1.4,11.399103,18.157143,13.18,9.51,2.6729758,1.293,7.516,0.17209,0.07298,1.488,-0.299,0.0648,0.5381,6.31,37871779840,-1957500032,134.184,0.062080003,0.25761,1.1,1.246
NWG.LN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NELES.HE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEM.F,NEMETSCHEK SE,Technology,Software—Application,,,9,1.054882,61.98,1.34,1.57,45.238804,38.61146,,5.744,10.553621,8.795,36.874,0.23851,0.17346,-0.3,0.018,0.0072000003,0.3659,0.53,7193190912,199012624,16.564,0.09393,0.22086,0.75,0.839
NESTE.HE,Neste Corporation,Energy,Oil & Gas Refining & Marketing,2.1,21,1,0.898561,32.45,1.94,2.97,16.494844,10.77441,1.24,10.12,3.1620553,1.153,13.653,0.08443,0.04812,-0.564,-0.24,0.0312,0.6174,2.0,27428081664,387624992,45.449,0.059510004,0.14897001,0.743,1.755
NESN.SW,NESTLE N,Consumer Defensive,Packaged Foods,2.3,23,2,0.30545,103.3,3.42,5.18,30.245615,19.969112,2.66,13.598,7.6070013,3.46,17.869,0.19362,0.101280004,0.104,0.016,0.028299998,0.8149,2.51,330406100992,4922874880,161.869,0.07399,0.24328,0.413,0.827
NXT.LN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIBE B.ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NN.AS,NN GROUP,Financial Services,Insurance—Diversified,2.1,15,2,0.774791,34.25,1.41,5.39,24.09929,6.3042674,1.4,63.147,0.5381095,1.165,35.854,0.0325,0.10255,,-0.22,0.081499994,1.8155999,6.09,17747873792,-3612999936,86.367,0.00114,0.01808,0.32,0.693
NOKIA.HE,Nokia Corporation,Technology,Communication Equipment,2.2,24,1,0.658591,3.496,0.73,0.4,4.7815065,8.72625,4.5,3.818,0.91422206,0.696,5.082,0.13697,0.16429001,-0.37,-0.028,0.0344,0.1233,,17583802368,-474500000,24.455,0.03925,0.20575,1.271,1.604
TYRES.HE,Nokian Tyres Plc,Consumer Cyclical,Auto Parts,3.1,13,1,0.935654,7.926,-1.57,0.48,,16.458334,-2.74,9.837,0.8030904,0.795,-13.11,-0.060650002,-0.21037,,-0.118,0.044099998,,5.47,1312335744,95325000,47.176,0.021960001,-0.15816,1.917,3.11
NDA FI.HE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NHY.OL,NORSK HYDRO,Basic Materials,Aluminum,2.8,14,3,1.393262,61.7,9.58,6.87,6.2359085,8.695779,-1.02,52.751,1.1324904,0.712,2.697,0.26384002,0.06853,-0.534,-0.172,0.0912,0.8496,,141388201984,24139548672,31.319,0.13369,0.12020001,1.267,2.047
NOVN.SW,NOVARTIS N,Healthcare,Drug Manufacturers—General,2.6,21,1,0.465556,89.86,3.09,6.18,28.831715,14.415857,3.95,25.068,3.5539331,3.829,10.145,0.3774,0.1441,0.442,0.065,0.0355,0.97309995,3.58,203206164480,11910500352,54.572,0.07855,0.13315,0.646,1.05
NOVO B.CO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZYM B.CO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCDO.LN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OERL.SW,OC OERLIKON N,Industrials,Specialty Industrial Machinery,2.6,7,8,1.230507,4.144,0.27,0.39,15.074074,10.435898,1.75,3.613,1.1264877,0.915,9.198,0.09952,0.026770001,-0.115,0.003,0.084300004,1.4583,5.52,2667304448,-39650000,146.23,0.01897,0.06033,0.825,1.234
OMU.JO,Old Mutual Limited,Financial Services,Insurance—Life,2.0,5,3,1.106635,1301.0,1.63,0.07,7.7791414,18114.285,28.53,14.472,87.61747,0.09,2.621,0.03423,0.06938,-0.429,-0.218,0.0579,0.4663,,9473285120,-27131875328,96.317,0.00164,0.1183,0.343,0.444
OMV.VI,OMV AG,Energy,Oil & Gas Integrated,2.4,20,3,1.423164,41.91,10.81,11.85,3.8529139,3.514768,0.65,46.81,0.88976717,0.481,2.243,0.21423,0.039389998,-0.805,-0.391,0.0669,0.4795,,24191047680,-1883874944,38.139,0.09386,0.10732,0.917,1.772
ORA.PA,ORANGE,Communication Services,Telecom Services,2.2,19,3,0.141937,10.222,0.73,1.17,13.972602,8.717949,0.64,11.803,0.864187,1.462,5.042,0.28994,0.04129,-0.286,0.012,0.0685,1.1475,5.9,63917162496,2561625088,134.948,0.03115,0.06375,0.712,0.853
ORNBV.HE,Orion Corporation B,Healthcare,Drug Manufacturers—General,2.6,8,3,0.397804,34.62,2.18,1.68,15.733944,20.416666,84.23,5.472,6.268275,3.701,11.691,0.31659,0.22625,-0.447,0.021,0.046,0.7339,4.02,5010811392,153387504,26.927,0.18599,0.40358,1.389,2.891
ORK.OL,ORKLA,Consumer Defensive,Packaged Foods,2.8,8,6,-0.112414,80.7,5.32,5.99,15.05639,13.372288,5.02,43.803,1.8286418,1.644,11.496,0.14297,0.0828,0.075,0.196,0.0372,0.5639,3.46,105358737408,1738000000,53.633,0.05619,0.13016,0.604,1.196
PKN.WA,PKNORLEN,Energy,Oil & Gas Integrated,2.1,9,,0.742383,62.8,30.13,15.3,2.0690343,4.0745096,0.77,128.701,0.48437852,0.205,1.409,0.14581001,0.121070005,0.197,1.426,0.0857,0.1162,3.98,70523060224,9676499968,18.199,0.13191,0.40546,0.85,1.32
