ticker,shortName,sector,industry,recommendationMean,numberOfAnalystOpinions,overallRisk,beta,previousClose,trailingEps,forwardEps,trailingPE,forwardPE,pegRatio,bookValue,priceToBook,enterpriseToRevenue,enterpriseToEbitda,ebitdaMargins,profitMargins,earningsGrowth,revenueGrowth,dividendYield,payoutRatio,fiveYearAvgDividendYield,enterpriseValue,freeCashflow,debtToEquity,returnOnAssets,returnOnEquity,quickRatio,currentRatio
KACLW,Kairous Acquisition Corp. Limit,,,,,,,0.0111,,,,,,,,,,,,,,,,,,,,,,,
KAI,Kadant Inc,Industrials,Specialty Industrial Machinery,2.2,3,3,1.218565,216.3,9.21,9.82,23.431053,21.975561,2.86,60.728,3.5535502,2.781,13.245,0.21000999,0.119569995,0.134,0.106,0.0054,0.112399995,0.73,2590691840,56733376,22.001,0.08856,0.16993,1.005,2.043
KALA,"KALA BIO, Inc.",Healthcare,Biotechnology,1.3,3,,-1.529961,13.7,-14.37,-9.11,,-1.5049397,-0.02,6.89,1.9898404,21.967,-0.217,0.0,0.0,,,,0.0,,9226209,-14799750,191.911,-0.35477,,6.037,6.653
KALU,Kaiser Aluminum Corporation,Basic Materials,Aluminum,3.2,3,2,1.30239,74.6,0.62,5.46,120.67742,13.703297,0.56,40.047,1.8683047,0.729,14.332,0.05085,0.00327,,-0.147,0.0404,4.9677,3.09,2293175040,-226062496,172.152,0.01454,0.01599,1.311,2.81
KALV,"KalVista Pharmaceuticals, Inc.",Healthcare,Biotechnology,1.5,6,7,1.03914,10.81,-3.22,-2.47,,-4.3643723,,4.712,2.287776,,-2.426,0.0,0.0,,,,0.0,,228922688,-42147248,5.112,-0.30707002,-0.53685004,11.177,11.464
KAMN,Kaman Corporation,Industrials,Aerospace & Defense,3.0,2,1,1.024246,22.01,-1.79,0.8,,27.3,4.08,24.343,0.8971778,1.55,9.86,0.15717,-0.06508,0.433,0.214,0.0348,,2.0,1175908992,91931504,85.831,0.03265,-0.06741,0.751,1.402
KAR,"OPENLANE, Inc.",Consumer Cyclical,Auto & Truck Dealerships,2.4,6,7,1.213023,14.85,0.07,0.7,212.14287,21.214287,1.68,12.194,1.2178121,2.609,12.927,0.20183,-0.093430005,,0.085,,0.0,,4183105024,194037504,112.363,0.02557,-0.06623,1.116,1.165
KARO,Karooooo Ltd.,Technology,Software—Application,2.0,3,,1.276169,23.1,1.09,1.36,21.44954,17.191175,341.37,77.772,0.3006223,-0.046,-0.126,0.3662,0.16235,0.026,0.244,0.062,0.5249,,-171186448,1145038848,8.697,0.14829001,0.25605,1.143,1.214
KAVL,Kaival Brands Innovations Group,Consumer Defensive,Tobacco,2.0,1,,0.604087,0.5085,-0.22,0.04,,11.2925005,,0.1,4.5169997,2.392,,0.0,-1.0908799,,-0.013,,0.0,,29678664,3339689,20.183,-0.6029,-1.4408299,0.973,1.88
KB,KB Financial Group Inc,Financial Services,Banks—Regional,1.0,1,1,0.762356,38.21,8.36,10.72,4.552632,3.550373,0.3,31041.37,0.0012261057,3.286,,0.0,0.33611,0.153,0.087,0.048299998,0.2234,4.84,45243659452416,,,0.0062800003,0.08291,,
KBH,KB Home,Consumer Cyclical,Residential Construction,2.6,12,3,1.667821,53.77,8.68,7.02,5.9308753,7.3333335,-1.25,46.725,1.1017656,0.792,5.126,0.15447,0.109840006,-0.166,0.026,0.015,0.0691,1.15,5490816000,916278016,45.492,0.0992,0.21585,1.044,6.942
KBNT,"Kubient, Inc.",Technology,Software—Application,2.0,1,,2.581252,0.81,-0.91,-0.61,,-1.27,,0.72,1.0759722,0.028,-0.004,0.0,0.0,,-0.991,,0.0,,32572,-5369359,0.755,-0.30045,-0.76228994,6.927,7.11
KBNTW,"Kubient, Inc.",,,,,,,0.0265,,,,,,,,,,,,,,,,,,,,,,,
KBR,"KBR, Inc.",Industrials,Engineering & Construction,1.7,11,1,1.117769,60.46,2.33,3.62,25.686695,16.53315,1.21,11.97,4.9999995,1.435,16.787,0.0855,-0.01465,,0.085,0.0088,,1.22,9602037760,508624992,120.933,0.05061,-0.05953,0.808,1.054
KC,Kingsoft Cloud Holdings Limited,Technology,Software—Application,2.8,12,,2.362028,5.42,-1.54,-0.52,,-10.134616,,34.578,0.15240905,-0.041,0.275,-0.14992,-0.34456003,,-0.142,,0.0,,-324376768,-227170752,23.169,-0.07934,-0.27462,1.07,1.331
KCGI,Kensington Capital Acquisition ,Financial Services,Shell Companies,,,,,10.48,0.45,,23.311111,,,-0.408,,,,0.0,0.0,-0.343,,,0.0,,361053568,,,,,0.438,0.465
KD,"Kyndryl Holdings, Inc.",Technology,Information Technology Services,2.7,3,1,,16.36,-6.29,0.47,,34.659576,,5.424,3.0033188,0.389,13.218,0.029409999,-0.074710004,,-0.022,,0.0,,6582651904,2487124992,318.297,-0.02254,-0.71248,0.66,1.014
KDP,Keurig Dr Pepper Inc.,Consumer Defensive,Beverages—Non-Alcoholic,2.3,17,10,0.573259,33.47,0.93,1.92,36.397846,17.630207,2.74,18.088,1.8714064,4.214,16.419,0.25667998,0.110039994,1.395,0.066,0.023599999,0.708,2.46,61391228928,1550749952,56.884,0.03665,0.06325,0.19,0.394
KE,"Kimball Electronics, Inc.",Industrials,Electrical Equipment & Parts,1.6,5,1,1.365431,27.52,1.88,3.19,14.457447,8.520376,,20.352,1.3354954,0.554,8.181,0.06771,0.027379999,0.204,0.317,,0.0,,942187200,-150899248,58.074,0.04745,0.09733,0.801,1.873
KELYA,"Kelly Services, Inc.",Industrials,Staffing & Employment Services,2.0,3,6,1.115691,17.44,-0.12,2.0,,8.95,0.74,34.907,0.5127911,0.114,6.232,0.01835,0.00027000002,2.445,-0.04,0.0174,7.5,,558983296,71400000,5.355,0.012940001,0.00103,1.468,1.543
KELYB,"Kelly Services, Inc.",Industrials,Staffing & Employment Services,,,6,1.115691,17.02,-0.12,,,,,34.907,0.48758128,0.117,6.374,0.01835,0.00027000002,2.445,-0.04,0.016900001,7.5,,571725376,71400000,5.355,0.012940001,0.00103,1.468,1.543
KEN,Kenon Holdings Ltd.,Utilities,Utilities—Independent Power Producers,,1,,0.653012,24.7,-6.2,-1.32,,-18.022728,,25.725,0.9247814,4.38,47.154,0.092889994,-0.58152,,0.007,0.5193,,,2518428672,342884864,56.983,-0.00059999997,-0.1145,2.446,2.904
KEP,Korea Electric Power Corporatio,Utilities,Utilities—Regulated Electric,4.0,1,2,0.72004,6.88,-14.14,4.64,,1.461207,,31579.178,0.00021469843,0.0,,0.0,-0.25504,,,,0.0,,8705033216,,,,,,
KEQU,Kewaunee Scientific Corporation,Consumer Cyclical,"Furnishings, Fixtures & Appliances",,,,0.376169,15.205,0.25,2.16,61.8,7.152777,,13.219,1.1687722,0.358,9.61,0.03721,0.00336,,0.086,,0.0,,78482128,4210750,108.346,0.02787,0.0364,1.352,2.195
KERN,Akerna Corp.,Healthcare,Health Information Services,3.0,1,,,0.461,-6.84,-3.63,,-0.121267214,,-1.523,,,,0.0,0.0,,,,0.0,,2709947,,,,,,
KERNW,Akerna Corp.,,,,,,,0.0302,,,,,,,,,,,,,,,,,,,,,,,
KEX,Kirby Corporation,Industrials,Marine Shipping,1.3,6,3,1.274679,80.77,2.43,5.03,33.03292,15.958249,6.89,52.192,1.5379751,1.979,12.376,0.15993,0.058080003,1.021,0.114,,0.0,,5945381888,132438376,37.715,0.03145,0.05776,0.909,1.781
KEY,KeyCorp,Financial Services,Banks—Regional,2.5,20,1,1.262902,10.64,1.49,1.33,7.067114,7.9172926,-1.62,12.123,0.86859685,6.663,,0.0,0.24044001,-0.501,-0.184,0.0744,0.5436,4.39,42537177088,,,0.00801,0.10831001,,
KEYS,Keysight Technologies Inc.,Technology,Scientific & Technical Instruments,2.1,14,6,1.052303,152.87,6.58,8.57,22.917934,17.596268,2.17,26.41,5.7099586,4.793,16.14,0.29696,0.21109,0.121,0.029,,0.0,,26792079360,794249984,42.997,0.10935,0.27817,2.364,3.35
KF,"Korea Fund, Inc. (The) New",Financial Services,Asset Management,,,,1.158988,22.1,-11.36,,,,,24.712,0.87487864,37.42,,0.0,0.0,,-0.348,0.14850001,,,108791544,,0.221,0.00234,-0.35719,0.303,0.306
KFFB,Kentucky First Federal Bancorp,Financial Services,Banks—Regional,,,,0.304814,5.63,0.13,,42.307693,,,6.315,0.8709422,12.909,,0.0,0.118219994,-0.557,-0.096,0.069,3.0769,5.68,119780632,,,0.00324,0.021140002,,
KFRC,"Kforce, Inc.",Industrials,Staffing & Employment Services,2.3,4,2,0.904399,60.36,3.57,3.5,16.764706,17.1,1.2,9.771,6.1252685,0.725,11.151,0.06504,0.0388,-0.269,-0.108,0.023599999,0.4087,1.86,1198442368,30729750,20.931,0.16141,0.32208002,2.405,2.489
KFS,"Kingsway Financial Services, In",Consumer Cyclical,Auto & Truck Dealerships,,,,-0.334257,8.55,2.46,,3.50813,,,0.995,8.673367,2.404,25.087,0.09584,0.53411996,,0.172,,0.0,,254076096,-6584250,197.559,0.00701,3.43139,0.6,1.293
KFY,Korn Ferry,Industrials,Staffing & Employment Services,1.8,4,1,1.493245,51.73,3.95,4.52,13.050632,11.404867,0.9,31.531,1.6348989,0.844,5.894,0.14318,0.0739,-0.466,0.013,0.0137,0.1519,0.95,2392678400,221205632,34.22,0.06516,0.13305001,1.549,1.679
KGC,Kinross Gold Corporation,Basic Materials,Gold,2.4,15,3,0.993791,4.81,0.03,0.34,157.0,13.8529415,-0.68,4.886,0.9639787,2.106,5.798,0.36328,0.0506,,0.33,0.023699999,0.75,,8329255936,295900000,41.253,0.03143,0.03223,0.515,1.573
KGS,"Kodiak Gas Services, Inc.",Energy,Oil & Gas Equipment & Services,1.9,7,,,18.88,1.19,1.32,16.033613,14.454545,,3.269,5.836647,5.589,10.163,0.54992,0.0701,0.968,0.148,,0.0,,4224119040,,1453.884,,,0.787,1.25
KHC,The Kraft Heinz Company,Consumer Defensive,Packaged Foods,2.7,19,4,0.665742,33.76,1.96,2.98,17.12245,11.261745,2.24,40.565,0.82731426,2.271,9.994,0.22726999,0.11655,2.857,0.025,0.0465,0.625,4.91,61543047168,2345625088,40.087,0.0359,0.063769996,0.38,0.953
KIDS,OrthoPediatrics Corp.,Healthcare,Medical Devices,1.9,6,8,0.86976,38.79,0.23,-0.88,166.73912,-43.579544,,16.294,2.353627,5.937,-78.712,-0.07542,0.0072899996,,0.201,,0.0,,813886400,-23716750,0.332,-0.04093,0.00329,2.867,5.038
KIM,Kimco Realty Corporation (HC),Real Estate,REIT—Retail,2.3,17,4,1.450294,19.81,0.25,0.57,76.92,33.736843,-0.89,15.524,1.2387271,10.924,18.089,0.60388,0.23,,0.037,0.045500003,1.4918,5.19,19214487552,908440256,73.574,0.01995,0.04158,3.905,3.905
KIND,"Nextdoor Holdings, Inc.",Communication Services,Internet Content & Information,2.8,6,,0.72272,2.24,-0.36,-0.33,,-6.6060605,,1.544,1.4119171,1.627,-2.365,-0.68785006,-0.64167,,0.043,,0.0,,347942496,-1897625,11.912,-0.12945,-0.21369,15.643,15.969
KINS,"Kingstone Companies, Inc",Financial Services,Insurance—Property & Casualty,3.0,1,,0.437131,1.32,-1.72,0.02,,67.0,,2.983,0.4492122,0.186,-2.725,-0.0683,-0.092650004,,0.267,,,4.24,27167308,,78.546,-0.02678,-0.34162998,0.182,0.743
KIO,KKR Income Opportunities Fund,Financial Services,Asset Management,,,,,12.01,-0.36,,,,,,,,,0.0,0.0,,,0.1205,,10.02,,,,,,,
KIQ,Kelso Technologies Inc,Industrials,Railroads,,,,,0.2565,-0.02,,,,,0.165,1.5299939,1.258,-11.169,-0.11259,-0.26937,,-0.25,,0.0,,12211501,1400978,0.625,-0.11553001,-0.25607002,2.345,5.686
KIRK,"Kirkland's, Inc.",Consumer Cyclical,Home Improvement Retail,2.5,2,4,1.805334,2.87,-3.91,-0.38,,-7.5,-0.4,1.411,2.019844,0.435,-8.766,-0.049590003,-0.0994,,-0.062,,0.0,,214039024,30462750,1019.568,-0.08189999,-1.1753601,0.073,0.91
KITT,"Nauticus Robotics, Inc.",Industrials,Aerospace & Defense,2.3,3,,0.694489,1.9,-0.74,-0.31,,-6.1832256,,0.215,8.915349,10.478,-4.216,-2.48536,-1.46332,,-0.623,,0.0,,106442272,-36796104,187.18,-0.46163,,0.462,1.86
KITTW,,,,,,,,0.2273,,,,,,,,,,,,,,,,,,,,,,,
KKR,KKR & Co. Inc.,Financial Services,Asset Management,1.8,16,,1.519224,60.285,-0.83,4.64,,12.74569,1.44,21.988,2.6896489,9.748,,0.0,0.088719994,,,0.0107,0.49220002,1.54,117621415936,,80.052,0.0033399998,0.01629,0.907,1.021
KKRS,KKR Group Finance Co. IX LLC 4.,,,,,,,17.22,,,,,,,,,,,,,,,,,,,,,,,
KLAC,KLA Corporation,Technology,Semiconductor Equipment & Materials,2.2,19,4,1.341184,483.53,24.54,26.4,19.315403,17.954546,3.48,21.351,22.200365,6.567,15.641,0.41986,0.32272,-0.08,-0.053,0.0106,0.21530001,1.64,68928233472,2756190976,207.659,0.18709,1.56864,1.366,2.237
KLIC,"Kulicke and Soffa Industries, I",Technology,Semiconductor Equipment & Materials,2.8,4,4,1.396259,50.29,3.63,2.12,13.636363,23.349058,1.44,20.707,2.3904958,2.633,16.184,0.16268998,0.11941,-0.965,-0.487,0.0147,0.4277,1.52,2176195072,159116128,4.1,0.043119997,0.08306,4.676,6.012
KLR,"Kaleyra, Inc.",Technology,Software—Application,3.0,3,7,2.233733,6.8,-7.41,-0.27,,-25.11111,,1.979,3.425973,0.702,-16.099,-0.04359,-0.25456,,0.07,,0.0,,244190736,15712000,827.724,-0.0402,-1.34936,1.35,1.391
KLTR,"Kaltura, Inc.",Technology,Software—Application,2.7,6,,0.817848,1.99,-0.48,-0.03,,-63.666668,0.7,0.258,7.403101,1.509,-6.187,-0.24394,-0.33549,,0.045,,0.0,,260006736,,152.076,,-1.1440101,,
KLXE,"KLX Energy Services Holdings, I",Energy,Oil & Gas Equipment & Services,2.0,2,9,2.102765,11.28,2.23,2.88,4.735426,3.6666667,,2.421,4.361834,0.495,3.192,0.15493,0.049099997,,0.269,,0.0,,454275712,,884.887,,,1.5,1.774
KMB,Kimberly-Clark Corporation,Consumer Defensive,Household & Personal Products,3.2,17,3,0.407689,126.5,4.85,7.09,26.051546,17.820873,2.01,1.478,85.487144,2.492,13.874,0.17959,0.080699995,-0.767,0.014,0.037,0.96489996,3.29,50696421376,2156124928,1281.874,0.10223,2.36324,0.445,0.871
KMDA,Kamada Ltd.,Healthcare,Drug Manufacturers—Specialty & Generic,2.0,2,,,5.12,-0.05,0.18,,29.499998,8.85,3.926,1.3525215,,,0.0,0.0,,,,0.0,,229544160,,,,,,
KMF,Kayne Anderson Midstream Energy,Financial Services,Asset Management,,,,,7.35,1.65,,4.4242425,,,,,,,0.0,0.0,,,0.0871,,9.46,,,,,,,
KMI,"Kinder Morgan, Inc.",Energy,Oil & Gas Midstream,2.7,18,9,0.929338,17.36,1.11,1.22,15.504503,14.106556,51.67,13.715,1.2548304,4.213,11.264,0.37398997,0.14646,-0.069,-0.32,0.0636,1.0044999,5.87,72223776768,1521250048,99.589,0.03823,0.081879996,0.32,0.485
KMPB,Kemper Corporation 5.875% Fixed,,,,,,,18.25,,,,,,,,,,,,,,,,,,,,,,,
KMPR,Kemper Corporation,Financial Services,Insurance—Property & Casualty,2.3,4,5,0.907516,47.21,-4.61,3.94,,12.340101,-13.49,39.22,1.2396736,0.755,158.963,0.00475,-0.05983,,-0.109,0.025899999,,1.81,4037657600,-123912496,57.714,-0.00183,-0.119320005,0.827,0.834
KMT,Kennametal Inc.,Industrials,Tools & Accessories,3.1,6,1,1.890197,25.99,1.51,2.03,17.18543,12.783252,3.61,15.976,1.6243116,1.304,8.137,0.16031,0.056999996,-0.101,0.038,0.0298,0.5479,2.58,2710769920,159123872,48.656,0.04861,0.0947,0.952,2.366
KMX,CarMax Inc,Consumer Cyclical,Auto & Truck Dealerships,2.6,14,9,1.440249,85.19,2.96,3.69,28.655405,22.98645,4.56,36.807,2.304453,1.105,36.202,0.03052,0.01559,-0.077,-0.163,,0.0,,32655753216,1116725504,333.875,0.015420001,0.08211,0.277,2.537
KN,Knowles Corporation,Technology,Communication Equipment,2.0,3,1,1.409421,16.41,-5.0,1.19,,13.689075,1.21,10.824,1.5049889,2.164,14.794,0.14626001,-0.28429002,,-0.08,,0.0,,1498674944,53937500,5.819,0.025150001,-0.17981,1.59,3.468
KNDI,"Kandi Technologies Group, Inc.",Consumer Cyclical,Auto Parts,2.0,,,1.830966,3.47,-0.15,0.15,,22.666666,,5.168,0.65789473,0.93,-79.784,-0.01166,-0.03721,,0.725,,0.0,,121780688,34033636,6.112,-0.01727,-0.01082,2.705,4.196
KNF,Knife Riv Holding Co.,Basic Materials,Building Materials,1.3,3,,,52.07,1.26,2.93,39.373016,16.93174,,19.355,2.563162,1.39,10.414,0.13350001,0.05111,0.471,0.103,,0.0,,3622822912,,80.838,,,1.418,2.493
KNOP,KNOT Offshore Partners LP,Industrials,Marine Shipping,2.0,2,,0.784205,5.14,0.65,0.49,7.876923,10.448979,-3.9,16.144,0.3171457,4.577,7.626,0.60021996,0.11209,,0.078,0.0202,2.4456,13.93,1249095424,108137000,160.148,0.02408,0.04606,0.141,0.221
KNSA,"Kiniksa Pharmaceuticals, Ltd.",Healthcare,Biotechnology,1.6,5,9,-0.043297,16.6,3.63,-0.42,4.5261707,-39.11905,0.54,5.881,2.7937427,3.537,24.585,0.14387,0.82345,,1.65,,0.0,,993299520,36772752,3.284,0.06855,0.81838995,4.416,5.183
KNSL,"Kinsale Capital Group, Inc.",Financial Services,Insurance—Property & Casualty,2.8,6,4,0.899896,382.93,7.9,13.91,48.355698,27.462976,2.24,37.64,10.149044,8.827,30.243,0.29187,0.22665001,1.667,0.609,0.0015,0.0548,0.26,8911533056,631122624,22.468,0.06669,0.30391002,0.137,0.275
KNSW,KnightSwan Acquisition Corporat,Financial Services,Shell Companies,,,,,10.417,0.07,,149.14285,,,-0.767,,,,0.0,0.0,,,,0.0,,107803408,,,,,1.326,1.462
KNTE,Kinnate Biopharma Inc.,Healthcare,Biotechnology,1.6,7,8,-0.013311,2.63,-2.36,-2.71,,-0.8745387,,4.2,0.5642857,,0.525,0.0,0.0,,,,0.0,,-69387152,-56665500,1.873,-0.30749,-0.50224996,11.71,11.957
KNTK,Kinetik Holdings Inc.,Energy,Oil & Gas Midstream,2.2,7,2,,35.82,1.32,2.66,26.863634,13.330827,1.6,-17.427,,7.316,20.255,0.36117,0.14513,6.1,-0.117,0.084,1.7857001,,8763420672,7314375,157.705,0.01652,0.06996,1.011,1.243
KNW,"Know Labs, Inc.",Technology,Scientific & Technical Instruments,2.0,,,1.826463,0.7408,-0.36,-0.13,,-5.846154,,0.07,10.857142,,-1.902,0.0,0.0,,,,0.0,,32163986,-6253832,72.481,-1.09302,-3.4207401,1.667,1.667
KNX,Knight-Swift Transportation Hol,Industrials,Trucking,2.0,20,1,1.172497,58.52,3.17,3.24,17.974762,17.58642,4.02,43.84,1.2997262,1.704,8.821,0.19313999,0.074829996,-0.711,-0.208,0.0093,0.16399999,0.76,11636216832,-342053632,34.112,0.03607,0.07439,1.028,1.994
KO,Coca-Cola Company (The),Consumer Defensive,Beverages—Non-Alcoholic,2.0,22,5,0.537235,60.47,2.27,2.82,26.643171,21.44681,3.59,6.016,10.053192,6.583,21.05,0.31273,0.23811,0.339,0.057,0.0304,0.7469,3.06,290576367616,9308375040,156.776,0.08234,0.40157002,0.815,1.144
KOD,Kodiak Sciences Inc,Healthcare,Biotechnology,3.6,5,9,,2.71,-4.85,-2.76,,-0.93840575,-0.04,8.379,0.3091061,,,0.0,0.0,,,,0.0,,141071552,,,,,,
KODK,Eastman Kodak Company,Industrials,Specialty Business Services,,,5,3.643921,4.85,0.54,,8.981481,,,12.179,0.39822644,0.631,3.917,0.1611,0.06598,0.712,-0.081,,0.0,,736446720,98250000,31.261,0.043319996,0.067719996,1.318,2.301
KOF,Coca Cola Femsa S.A.B. de C.V.,Consumer Defensive,Beverages—Non-Alcoholic,2.2,9,,0.769657,83.27,0.95,6.14,88.42105,13.680782,1.36,557.973,0.15054491,0.28,1.656,0.16927,0.08590999,0.065,0.072,0.0387,3.2422,3.93,66371047424,10552550400,59.189,0.07077,0.16972,0.899,1.194
KOP,Koppers Holdings Inc.,Basic Materials,Specialty Chemicals,1.5,2,2,1.877034,38.39,3.3,4.66,11.584848,8.203863,0.5,21.684,1.763051,0.828,7.591,0.10913,0.039300002,1.091,0.149,0.0061000003,0.0561,,1747485440,-44962500,216.907,0.06184,0.19981001,1.042,2.426
KOPN,Kopin Corporation,Technology,Electronic Components,1.3,3,,2.348804,1.59,-0.21,-0.03,,-48.666668,-0.49,0.338,4.3195267,3.383,-8.811,-0.38397998,-0.51217,,-0.122,,0.0,,152695680,-11118437,8.292,-0.20174,-0.64824,2.411,3.08
KORE,"KORE Group Holdings, Inc.",Communication Services,Telecom Services,2.2,5,7,2.473981,0.785,-1.48,-0.23,,-3.3,0.04,1.884,0.40286624,1.794,19.753,0.09083,-0.46136,,-0.02,,0.0,,473779776,15980125,262.988,-0.02796,-0.57073003,1.303,1.646
KOS,Kosmos Energy Ltd.,Energy,Oil & Gas E&P,2.0,8,2,2.787322,7.29,0.66,1.21,10.833333,5.909091,0.35,1.965,3.638677,3.447,7.123,0.48386002,0.13111,-0.8,-0.559,,0.0,,5642157568,-433553984,262.604,0.04816,0.27407,0.352,0.801
KOSS,Koss Corporation,Technology,Consumer Electronics,,,5,-0.582265,3.85,1.01,,3.8019803,,,3.433,1.1185552,1.663,-16.168,-0.10288,0.63089,,-0.273,,0.0,,23598852,1213425,9.738,-0.03167,0.33228,7.792,11.374
KPLT,"Katapult Holdings, Inc.",Technology,Software—Infrastructure,3.0,2,,0.96318,17.05,-0.45,-5.3,,-3.1226413,,-0.07,,0.564,1.038,0.54324,-0.17672001,,0.029,,0.0,,118122520,105020872,,0.00183,-2.84401,2.141,5.736
KPLTW,,,,,,,,0.022,,,,,,,,,,,,,,,,,,,,,,,
KPRX,"Kiora Pharmaceuticals, Inc.",Healthcare,Biotechnology,1.7,3,,-0.177693,0.56,-8.06,-0.68,,-0.8088235,,1.974,0.2786221,,0.353,0.0,0.0,,,,0.0,,-3928937,-6379608,0.286,-0.39543998,-1.08016,4.65,4.791
KPTI,Karyopharm Therapeutics Inc.,Healthcare,Biotechnology,2.2,9,8,-0.029095,1.76,-1.75,-0.87,,-1.9425288,0.05,-0.623,,1.886,-2.392,-0.78843004,-0.96975,,-0.053,,0.0,,275297984,-48320624,,-0.26108998,,4.667,4.945
KR,Kroger Company (The),Consumer Defensive,Grocery Stores,2.4,19,8,0.477312,47.95,3.48,4.51,13.511495,10.42572,1.3,15.188,3.0958652,0.351,6.805,0.051620003,0.01708,0.467,0.013,0.0239,0.2845,1.99,52285898752,3468999936,188.667,0.0579,0.25107,0.257,0.771
KRBP,"Kiromic BioPharma, Inc.",Healthcare,Biotechnology,,,,,2.37,-55.36,-1.55,,-1.5032258,,-8.906,,,,0.0,0.0,,,,0.0,,2281636,,,,,,
KRC,Kilroy Realty Corporation,Real Estate,REIT—Office,2.5,11,7,0.932802,35.01,2.0,1.46,17.33,23.739725,0.24,46.375,0.74738544,7.484,12.887,0.58071,0.21503,0.175,0.048,0.059499998,1.0435,3.5,8511666688,489406368,80.063,0.0201,0.04817,1.891,2.002
KREF,KKR Real Estate Finance Trust I,Real Estate,REIT—Mortgage,2.1,7,7,0.891236,11.85,-1.34,1.47,,7.823129,0.5,16.52,0.69612586,-620.719,,0.0,0.0,,,0.1451,,9.58,7012888064,,416.758,-0.0089,-0.04349,128.985,129.268
KRG,Kite Realty Group Trust,Real Estate,REIT—Retail,2.2,11,6,1.394873,22.76,0.04,0.14,559.5,159.85713,2.33,16.833,1.3295312,9.644,18.969,0.50838,0.03472,1.438,0.03,0.041500002,7.2308,5.89,7912668160,279824640,80.323,0.0090499995,0.00759,0.912,1.24
KRKR,36Kr Holdings Inc.,Communication Services,Internet Content & Information,1.0,2,,0.78806,0.9283,-0.16,0.05,,18.996,,7.248,0.13104305,-0.21,0.911,-0.23013,-0.15045,,0.119,,0.0,,-68819112,,18.07,-0.09666,-0.1508,1.733,1.841
KRMD,"KORU Medical Systems, Inc.",Healthcare,Medical Instruments & Supplies,1.7,3,2,0.347419,2.55,-0.18,-0.16,,-16.125,,0.616,4.1883116,3.747,-12.614,-0.29708,-0.2755,,0.059,,0.0,,110301448,-3053500,15.202,-0.15170999,-0.26709,4.045,5.529
KRNL,"Kernel Group Holdings, Inc.",Financial Services,Shell Companies,,,,,10.46,0.14,,75.0,,,-0.356,,,,0.0,0.0,,,,0.0,,157590064,,,,,,
KRNLU,"Kernel Group Holdings, Inc.",Financial Services,Shell Companies,,,,,10.6,0.734,,14.441417,,,-0.356,,,,0.0,0.0,,,,,,159699296,,,,,,
KRNLW,"Kernel Group Holdings, Inc.",,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,
KRNT,Kornit Digital Ltd.,Industrials,Specialty Industrial Machinery,2.1,6,,,23.54,-1.74,0.25,,94.56,17.59,16.818,1.4056367,3.453,-12.024,-0.28715,-0.37445998,,-0.033,,0.0,,808121728,,3.335,-0.053590003,-0.10075,7.639,9.07
KRNY,Kearny Financial,Financial Services,Banks—Regional,3.0,2,5,0.628333,8.1,0.61,0.6,13.065573,13.283333,4.6,13.478,0.59133404,10.863,,0.0,0.22172001,0.143,-0.102,0.052699998,0.69839996,3.0,1967984384,,,0.0050999997,0.044109996,,
KRO,Kronos Worldwide Inc,Basic Materials,Specialty Chemicals,3.3,3,6,1.054035,8.77,0.27,0.81,31.962961,10.654321,11.93,7.62,1.132546,0.774,76.099,0.01017,-0.01334,,-0.216,0.0849,,5.83,1293686912,-73525000,51.831,-0.011089999,-0.025050001,1.832,4.051
KRON,"Kronos Bio, Inc.",Healthcare,Biotechnology,2.0,5,9,1.485995,1.65,-1.8,-2.18,,-0.73853207,,3.499,0.46013147,-30.18,0.741,0.0,0.0,,,,0.0,,-93073744,-43815876,14.834,-0.26561,-0.48433998,9.966,10.162
KROS,"Keros Therapeutics, Inc.",Healthcare,Biotechnology,1.4,8,8,1.083033,34.76,-4.43,-5.26,,-6.330798,,11.0,3.0272727,,-5.182,0.0,0.0,,,,0.0,,723017536,-70883752,4.276,-0.30049,-0.47085997,20.068,20.771
KRP,Kimbell Royalty Partners,Energy,Oil & Gas E&P,1.5,6,,1.335642,14.61,2.28,1.4,6.4078946,10.435714,3.55,9.117,1.6025008,4.945,6.097,0.81107,0.40548,-0.575,-0.272,0.1067,1.0275,10.69,1263340672,-49337504,41.67,0.100030005,0.20703,6.797,6.974
KRT,Karat Packaging Inc.,Consumer Cyclical,Packaging & Containers,1.5,3,8,0.991833,24.72,1.31,1.86,18.442749,12.989247,,7.778,3.1061969,1.217,9.537,0.1276,0.07403,0.65,-0.053,0.0172,0.0,,495514016,53886124,41.72,0.09677,0.19535999,1.559,3.174
KRTX,"Karuna Therapeutics, Inc.",Healthcare,Biotechnology,1.7,15,9,0.999652,179.49,-9.47,-10.46,,-17.003824,0.91,37.71,4.716521,877.915,-13.432,0.0,0.0,,,,0.0,,5278902784,-172528368,1.114,-0.25871,-0.38785,37.212,37.612
KRUS,"Kura Sushi USA, Inc.",Consumer Cyclical,Restaurants,2.1,7,9,1.923438,90.22,0.06,0.52,1466.0,169.15385,,14.39,6.112578,5.916,144.685,0.04089,0.00281,2.281,0.297,,0.0,,1032326720,-26248500,68.535,5e-05,0.00392,3.295,3.554
